order_id,product_id,quantity,unit_price,unit_cost
503176,1008,2,28.48,16.6
503177,1081,1,18.92,13.34
503178,1043,2,31.33,16.1
503178,1021,2,53.05,44.77
503179,1000,3,31.83,20.13
503180,1014,1,143.17,101.54
503180,1054,1,16.0,7.32
503180,1073,1,18.44,12.91
503181,1065,2,54.43,31.87
503182,1035,1,58.01,24.53
503182,1065,1,54.43,31.87
503182,1001,1,48.84,28.89
503182,1018,1,96.7,69.36
503182,1077,2,26.11,17.33
503183,1047,2,32.59,16.27
503183,1069,1,50.32,34.14
503184,1064,3,23.03,14.31
503184,1038,1,57.96,23.86
503184,1024,2,135.79,99.24
503184,1079,2,10.85,7.94
503185,1046,3,32.28,16.34
503185,1057,1,70.96,47.26
503185,1030,1,37.14,15.95
503185,1041,1,19.13,8.73
503185,1010,2,43.12,23.21
503185,1061,1,46.83,26.77
503186,1032,3,31.28,14.2
503187,1027,1,48.53,23.68
503187,1044,3,36.15,17.97
503188,1020,2,67.21,52.37
503188,1010,1,43.12,23.21
503188,1038,2,57.96,23.86
503189,1011,1,27.91,15.76
503189,1019,1,158.0,121.76
503189,1069,3,50.32,34.14
503190,1073,1,18.44,12.91
503190,1042,1,18.52,8.94
503190,1047,3,32.59,16.27
503190,1065,2,54.43,31.87
503190,1081,2,18.92,13.34
503191,1061,2,46.83,26.77
503191,1072,1,11.81,7.5
503192,1028,1,20.81,8.8
503192,1043,2,31.33,16.1
503193,1063,3,85.08,56.56
503194,1003,1,16.76,10.43
503195,1044,2,36.15,17.97
503196,1057,1,70.96,47.26
503196,1007,1,22.65,12.31
503196,1073,3,18.44,12.91
503197,1016,1,58.01,49.31
503197,1032,1,31.28,14.2
503198,1048,1,25.0,12.32
503198,1000,2,31.83,20.13
503199,1050,2,9.96,5.12
503199,1032,2,31.28,14.2
503199,1069,1,50.32,34.14
503200,1081,1,18.92,13.34
503201,1075,1,24.53,16.28
503202,1030,1,37.14,15.95
503202,1057,2,70.96,47.26
503203,1014,1,143.17,101.54
503203,1071,3,16.14,10.85
503203,1058,1,83.98,48.8
503203,1051,3,18.62,9.33
503203,1059,1,90.78,56.73
503204,1055,1,17.87,8.33
503205,1001,1,48.84,28.89
503205,1049,2,9.78,4.51
503205,1035,1,58.01,24.53
503206,1083,1,12.54,8.23
503207,1029,1,18.46,8.02
503207,1010,3,43.12,23.21
503207,1081,1,18.92,13.34
503208,1030,1,37.14,15.95
503208,1005,3,14.98,9.5
503208,1029,1,18.46,8.02
503209,1033,1,23.67,11.3
503209,1074,3,7.05,4.72
503210,1057,1,70.96,47.26
503211,1063,3,85.08,56.56
503211,1033,3,23.67,11.3
503212,1043,2,31.33,16.1
503212,1014,2,143.17,101.54
503212,1000,2,31.83,20.13
503212,1038,2,57.96,23.86
503213,1068,2,62.19,40.12
503214,1075,1,24.53,16.28
503215,1056,1,93.62,61.62
503215,1027,2,48.53,23.68
503215,1014,3,143.17,101.54
503216,1049,2,9.78,4.51
503216,1002,1,21.43,11.57
503217,1037,1,54.45,25.62
503218,1006,2,53.62,29.31
503218,1058,2,83.98,48.8
503219,1038,2,57.96,23.86
503219,1061,2,46.83,26.77
503220,1015,1,145.62,106.1
503220,1013,2,79.75,62.38
503220,1006,3,53.62,29.31
503221,1073,2,18.44,12.91
503222,1039,1,35.5,14.75
503222,1057,1,70.96,47.26
503223,1044,1,36.15,17.97
503223,1053,2,21.56,11.33
503223,1043,2,31.33,16.1
503224,1065,2,54.43,31.87
503224,1072,1,11.81,7.5
503224,1058,2,83.98,48.8
503224,1019,1,158.0,121.76
503225,1073,1,18.44,12.91
503225,1026,2,67.11,32.58
503226,1043,1,31.33,16.1
503226,1034,1,20.06,9.91
503226,1003,1,16.76,10.43
503227,1074,3,7.05,4.72
503228,1033,1,23.67,11.3
503228,1048,1,25.0,12.32
503229,1044,3,36.15,17.97
503229,1053,3,21.56,11.33
503229,1001,2,48.84,28.89
503230,1048,2,25.0,12.32
503231,1083,2,12.54,8.23
503231,1052,1,36.77,17.46
503232,1066,1,31.67,19.0
503232,1016,1,58.01,49.31
503233,1070,2,96.13,56.64
503233,1060,1,84.27,56.39
503234,1056,3,93.62,61.62
503235,1056,1,93.62,61.62
503235,1076,1,8.96,6.26
503235,1047,1,32.59,16.27
503236,1083,1,12.54,8.23
503236,1026,1,67.11,32.58
503236,1072,1,11.81,7.5
503237,1028,1,20.81,8.8
503237,1063,1,85.08,56.56
503237,1059,1,90.78,56.73
503237,1075,2,24.53,16.28
503238,1056,2,93.62,61.62
503238,1008,3,28.48,16.6
503239,1010,3,43.12,23.21
503239,1007,3,22.65,12.31
503239,1056,2,93.62,61.62
503239,1030,2,37.14,15.95
503240,1070,2,96.13,56.64
503240,1076,2,8.96,6.26
503241,1023,1,97.84,76.62
503241,1084,1,6.83,4.87
503242,1083,2,12.54,8.23
503242,1021,1,53.05,44.77
503242,1036,1,16.3,7.8
503243,1029,3,18.46,8.02
503243,1024,1,135.79,99.24
503244,1030,2,37.14,15.95
503244,1006,1,53.62,29.31
503244,1018,1,96.7,69.36
503245,1075,2,24.53,16.28
503246,1032,1,31.28,14.2
503247,1051,2,18.62,9.33
503247,1003,2,16.76,10.43
503247,1048,1,25.0,12.32
503247,1072,1,11.81,7.5
503248,1033,2,23.67,11.3
503248,1029,1,18.46,8.02
503248,1000,1,31.83,20.13
503248,1051,3,18.62,9.33
503248,1078,1,19.71,14.52
503249,1016,1,58.01,49.31
503250,1056,1,93.62,61.62
503250,1068,3,62.19,40.12
503251,1017,1,203.45,168.48
503252,1011,2,27.91,15.76
503252,1017,1,203.45,168.48
503253,1006,2,53.62,29.31
503253,1004,2,42.61,25.74
503253,1048,2,25.0,12.32
503254,1071,3,16.14,10.85
503254,1043,1,31.33,16.1
503254,1036,1,16.3,7.8
503254,1068,2,62.19,40.12
503255,1043,3,31.33,16.1
503255,1031,1,61.08,26.7
503256,1074,1,7.05,4.72
503256,1080,3,13.5,9.7
503256,1066,2,31.67,19.0
503256,1001,2,48.84,28.89
503257,1046,1,32.28,16.34
503257,1044,1,36.15,17.97
503258,1018,1,96.7,69.36
503258,1067,2,94.63,56.6
503258,1000,2,31.83,20.13
503258,1041,1,19.13,8.73
503259,1056,2,93.62,61.62
503260,1038,2,57.96,23.86
503260,1016,1,58.01,49.31
503260,1046,3,32.28,16.34
503260,1042,2,18.52,8.94
503260,1003,1,16.76,10.43
503261,1054,1,16.0,7.32
503261,1070,1,96.13,56.64
503261,1067,1,94.63,56.6
503262,1057,1,70.96,47.26
503262,1069,1,50.32,34.14
503263,1023,1,97.84,76.62
503263,1005,1,14.98,9.5
503263,1029,2,18.46,8.02
503263,1075,2,24.53,16.28
503264,1021,3,53.05,44.77
503264,1015,1,145.62,106.1
503265,1009,1,34.56,19.21
503266,1011,1,27.91,15.76
503266,1079,2,10.85,7.94
503267,1041,1,19.13,8.73
503267,1071,2,16.14,10.85
503267,1051,1,18.62,9.33
503267,1053,2,21.56,11.33
503268,1075,3,24.53,16.28
503269,1084,3,6.83,4.87
503270,1060,2,84.27,56.39
503271,1061,2,46.83,26.77
503272,1066,3,31.67,19.0
503273,1009,1,34.56,19.21
503274,1020,2,67.21,52.37
503275,1052,1,36.77,17.46
503275,1022,2,89.29,71.91
503276,1014,1,143.17,101.54
503276,1060,1,84.27,56.39
503277,1073,2,18.44,12.91
503278,1014,2,143.17,101.54
503278,1054,1,16.0,7.32
503279,1024,1,135.79,99.24
503280,1069,1,50.32,34.14
503280,1071,3,16.14,10.85
503280,1064,2,23.03,14.31
503281,1000,1,31.83,20.13
503281,1002,2,21.43,11.57
503281,1041,1,19.13,8.73
503281,1010,2,43.12,23.21
503281,1005,2,14.98,9.5
503282,1062,3,39.94,24.4
503282,1039,2,35.5,14.75
503282,1043,2,31.33,16.1
503283,1002,1,21.43,11.57
503283,1018,3,96.7,69.36
503283,1020,3,67.21,52.37
503284,1062,2,39.94,24.4
503284,1046,3,32.28,16.34
503285,1034,3,20.06,9.91
503285,1008,2,28.48,16.6
503285,1050,1,9.96,5.12
503286,1063,2,85.08,56.56
503286,1079,2,10.85,7.94
503286,1017,1,203.45,168.48
503287,1034,3,20.06,9.91
503287,1051,2,18.62,9.33
503287,1053,1,21.56,11.33
503287,1016,2,58.01,49.31
503287,1059,3,90.78,56.73
503287,1040,1,62.95,29.03
503288,1045,2,12.66,6.6
503288,1021,2,53.05,44.77
503288,1051,3,18.62,9.33
503288,1073,2,18.44,12.91
503288,1057,1,70.96,47.26
503288,1032,1,31.28,14.2
503289,1006,1,53.62,29.31
503290,1050,1,9.96,5.12
503290,1007,3,22.65,12.31
503290,1061,1,46.83,26.77
503290,1068,1,62.19,40.12
503291,1043,2,31.33,16.1
503291,1037,3,54.45,25.62
503291,1069,1,50.32,34.14
503291,1024,1,135.79,99.24
503292,1073,3,18.44,12.91
503292,1047,1,32.59,16.27
503292,1064,1,23.03,14.31
503293,1030,1,37.14,15.95
503293,1071,2,16.14,10.85
503294,1082,1,7.84,5.86
503294,1001,2,48.84,28.89
503294,1054,1,16.0,7.32
503295,1011,1,27.91,15.76
503295,1033,2,23.67,11.3
503295,1042,1,18.52,8.94
503295,1057,1,70.96,47.26
503295,1076,1,8.96,6.26
503295,1019,2,158.0,121.76
503295,1029,2,18.46,8.02
503296,1062,2,39.94,24.4
503296,1009,3,34.56,19.21
503296,1034,1,20.06,9.91
503297,1012,3,35.71,21.89
503298,1046,2,32.28,16.34
503298,1005,1,14.98,9.5
503298,1013,3,79.75,62.38
503298,1072,1,11.81,7.5
503299,1077,1,26.11,17.33
503299,1061,2,46.83,26.77
503299,1016,1,58.01,49.31
503300,1044,2,36.15,17.97
503300,1009,1,34.56,19.21
503300,1073,1,18.44,12.91
503301,1015,1,145.62,106.1
503301,1071,1,16.14,10.85
503302,1045,1,12.66,6.6
503303,1029,1,18.46,8.02
503304,1057,2,70.96,47.26
503305,1034,1,20.06,9.91
503306,1025,3,68.75,32.64
503306,1061,2,46.83,26.77
503306,1074,2,7.05,4.72
503307,1020,2,67.21,52.37
503308,1080,3,13.5,9.7
503308,1047,2,32.59,16.27
503309,1015,1,145.62,106.1
503310,1027,1,48.53,23.68
503311,1082,1,7.84,5.86
503311,1056,3,93.62,61.62
503311,1010,1,43.12,23.21
503312,1021,1,53.05,44.77
503312,1002,1,21.43,11.57
503312,1059,1,90.78,56.73
503313,1058,2,83.98,48.8
503314,1014,2,143.17,101.54
503314,1039,2,35.5,14.75
503314,1023,2,97.84,76.62
503315,1059,2,90.78,56.73
503315,1030,1,37.14,15.95
503315,1074,2,7.05,4.72
503316,1049,2,9.78,4.51
503316,1016,1,58.01,49.31
503316,1044,1,36.15,17.97
503317,1069,2,50.32,34.14
503317,1030,2,37.14,15.95
503318,1022,1,89.29,71.91
503318,1038,2,57.96,23.86
503318,1083,1,12.54,8.23
503319,1060,2,84.27,56.39
503319,1057,1,70.96,47.26
503319,1030,2,37.14,15.95
503320,1082,1,7.84,5.86
503321,1059,2,90.78,56.73
503322,1033,2,23.67,11.3
503322,1038,1,57.96,23.86
503322,1024,1,135.79,99.24
503323,1043,3,31.33,16.1
503323,1038,1,57.96,23.86
503323,1079,3,10.85,7.94
503323,1059,1,90.78,56.73
503324,1048,1,25.0,12.32
503324,1046,2,32.28,16.34
503324,1060,2,84.27,56.39
503324,1014,3,143.17,101.54
503324,1043,2,31.33,16.1
503325,1039,2,35.5,14.75
503325,1028,3,20.81,8.8
503326,1082,3,7.84,5.86
503327,1020,3,67.21,52.37
503328,1073,1,18.44,12.91
503328,1006,1,53.62,29.31
503328,1028,1,20.81,8.8
503329,1068,1,62.19,40.12
503329,1082,1,7.84,5.86
503329,1002,2,21.43,11.57
503330,1060,1,84.27,56.39
503330,1074,1,7.05,4.72
503330,1053,2,21.56,11.33
503331,1080,1,13.5,9.7
503332,1006,2,53.62,29.31
503333,1008,1,28.48,16.6
503333,1053,3,21.56,11.33
503334,1061,2,46.83,26.77
503335,1053,1,21.56,11.33
503335,1016,2,58.01,49.31
503336,1021,1,53.05,44.77
503337,1017,2,203.45,168.48
503337,1016,1,58.01,49.31
503337,1046,1,32.28,16.34
503338,1004,1,42.61,25.74
503338,1028,3,20.81,8.8
503339,1076,2,8.96,6.26
503339,1029,2,18.46,8.02
503339,1006,2,53.62,29.31
503340,1034,2,20.06,9.91
503341,1042,3,18.52,8.94
503341,1018,2,96.7,69.36
503342,1013,1,79.75,62.38
503342,1014,2,143.17,101.54
503343,1023,3,97.84,76.62
503343,1050,2,9.96,5.12
503343,1039,1,35.5,14.75
503344,1042,1,18.52,8.94
503345,1001,3,48.84,28.89
503346,1081,3,18.92,13.34
503346,1008,2,28.48,16.6
503346,1066,1,31.67,19.0
503346,1034,2,20.06,9.91
503347,1028,1,20.81,8.8
503348,1042,1,18.52,8.94
503349,1034,1,20.06,9.91
503350,1020,1,67.21,52.37
503350,1073,1,18.44,12.91
503350,1068,2,62.19,40.12
503351,1082,3,7.84,5.86
503351,1041,3,19.13,8.73
503351,1078,1,19.71,14.52
503352,1061,3,46.83,26.77
503352,1010,1,43.12,23.21
503352,1045,1,12.66,6.6
503352,1031,1,61.08,26.7
503353,1002,3,21.43,11.57
503354,1021,2,53.05,44.77
503354,1055,1,17.87,8.33
503354,1020,1,67.21,52.37
503354,1038,3,57.96,23.86
503355,1030,1,37.14,15.95
503355,1051,3,18.62,9.33
503355,1041,2,19.13,8.73
503355,1001,1,48.84,28.89
503356,1025,2,68.75,32.64
503356,1018,1,96.7,69.36
503356,1077,1,26.11,17.33
503357,1073,3,18.44,12.91
503357,1004,2,42.61,25.74
503358,1081,2,18.92,13.34
503359,1038,1,57.96,23.86
503359,1058,3,83.98,48.8
503360,1082,2,7.84,5.86
503360,1039,2,35.5,14.75
503360,1038,2,57.96,23.86
503360,1018,1,96.7,69.36
503361,1031,2,61.08,26.7
503361,1041,3,19.13,8.73
503361,1040,1,62.95,29.03
503361,1033,2,23.67,11.3
503362,1006,2,53.62,29.31
503362,1036,3,16.3,7.8
503363,1015,2,145.62,106.1
503363,1051,1,18.62,9.33
503364,1076,1,8.96,6.26
503364,1018,1,96.7,69.36
503364,1007,3,22.65,12.31
503365,1056,1,93.62,61.62
503365,1046,3,32.28,16.34
503366,1028,2,20.81,8.8
503367,1029,3,18.46,8.02
503367,1073,1,18.44,12.91
503367,1051,2,18.62,9.33
503367,1075,1,24.53,16.28
503367,1002,1,21.43,11.57
503367,1035,2,58.01,24.53
503367,1040,2,62.95,29.03
503368,1075,1,24.53,16.28
503368,1023,1,97.84,76.62
503369,1044,3,36.15,17.97
503370,1060,3,84.27,56.39
503370,1071,2,16.14,10.85
503371,1025,1,68.75,32.64
503371,1031,1,61.08,26.7
503372,1065,2,54.43,31.87
503372,1012,1,35.71,21.89
503372,1028,2,20.81,8.8
503373,1061,1,46.83,26.77
503373,1029,2,18.46,8.02
503374,1080,1,13.5,9.7
503374,1026,1,67.11,32.58
503374,1006,1,53.62,29.31
503375,1029,3,18.46,8.02
503375,1054,2,16.0,7.32
503376,1022,1,89.29,71.91
503377,1060,3,84.27,56.39
503377,1032,1,31.28,14.2
503377,1002,3,21.43,11.57
503377,1081,2,18.92,13.34
503377,1072,3,11.81,7.5
503378,1058,1,83.98,48.8
503379,1030,1,37.14,15.95
503380,1041,2,19.13,8.73
503380,1009,2,34.56,19.21
503381,1016,1,58.01,49.31
503382,1016,2,58.01,49.31
503383,1003,2,16.76,10.43
503383,1062,2,39.94,24.4
503383,1011,1,27.91,15.76
503383,1046,3,32.28,16.34
503384,1063,3,85.08,56.56
503384,1006,3,53.62,29.31
503384,1075,1,24.53,16.28
503384,1034,1,20.06,9.91
503384,1081,3,18.92,13.34
503385,1006,1,53.62,29.31
503385,1034,1,20.06,9.91
503385,1019,1,158.0,121.76
503385,1082,2,7.84,5.86
503385,1038,2,57.96,23.86
503386,1050,1,9.96,5.12
503387,1010,2,43.12,23.21
503387,1075,1,24.53,16.28
503387,1079,1,10.85,7.94
503388,1047,1,32.59,16.27
503388,1011,2,27.91,15.76
503388,1016,1,58.01,49.31
503388,1041,3,19.13,8.73
503388,1029,1,18.46,8.02
503388,1065,2,54.43,31.87
503389,1004,1,42.61,25.74
503389,1062,2,39.94,24.4
503389,1066,1,31.67,19.0
503389,1009,2,34.56,19.21
503389,1075,1,24.53,16.28
503390,1031,1,61.08,26.7
503391,1044,2,36.15,17.97
503392,1044,3,36.15,17.97
503392,1028,2,20.81,8.8
503392,1039,2,35.5,14.75
503392,1078,1,19.71,14.52
503392,1032,3,31.28,14.2
503392,1008,1,28.48,16.6
503393,1063,1,85.08,56.56
503393,1040,3,62.95,29.03
503394,1015,2,145.62,106.1
503395,1050,1,9.96,5.12
503395,1055,1,17.87,8.33
503396,1022,2,89.29,71.91
503397,1052,1,36.77,17.46
503397,1031,3,61.08,26.7
503397,1002,1,21.43,11.57
503397,1055,3,17.87,8.33
503397,1015,2,145.62,106.1
503398,1017,1,203.45,168.48
503399,1009,1,34.56,19.21
503399,1068,1,62.19,40.12
503399,1084,1,6.83,4.87
503400,1055,1,17.87,8.33
503400,1030,1,37.14,15.95
503400,1040,3,62.95,29.03
503400,1016,1,58.01,49.31
503400,1001,3,48.84,28.89
503400,1000,3,31.83,20.13
503401,1009,2,34.56,19.21
503401,1040,1,62.95,29.03
503402,1019,3,158.0,121.76
503402,1007,3,22.65,12.31
503403,1084,1,6.83,4.87
503403,1049,3,9.78,4.51
503403,1064,2,23.03,14.31
503403,1045,3,12.66,6.6
503403,1083,2,12.54,8.23
503404,1057,1,70.96,47.26
503404,1058,1,83.98,48.8
503405,1027,3,48.53,23.68
503405,1054,2,16.0,7.32
503405,1003,3,16.76,10.43
503405,1064,2,23.03,14.31
503405,1005,2,14.98,9.5
503406,1075,1,24.53,16.28
503406,1004,2,42.61,25.74
503406,1013,3,79.75,62.38
503407,1036,2,16.3,7.8
503408,1006,1,53.62,29.31
503408,1027,3,48.53,23.68
503408,1076,1,8.96,6.26
503409,1065,1,54.43,31.87
503409,1067,1,94.63,56.6
503410,1012,1,35.71,21.89
503411,1026,2,67.11,32.58
503411,1004,2,42.61,25.74
503412,1050,1,9.96,5.12
503412,1084,1,6.83,4.87
503413,1031,3,61.08,26.7
503414,1014,2,143.17,101.54
503415,1065,1,54.43,31.87
503416,1068,2,62.19,40.12
503416,1045,1,12.66,6.6
503416,1011,2,27.91,15.76
503417,1076,3,8.96,6.26
503418,1044,1,36.15,17.97
503418,1080,3,13.5,9.7
503419,1075,1,24.53,16.28
503420,1051,1,18.62,9.33
503420,1071,1,16.14,10.85
503420,1068,1,62.19,40.12
503421,1048,3,25.0,12.32
503421,1061,3,46.83,26.77
503422,1004,3,42.61,25.74
503423,1019,1,158.0,121.76
503423,1062,1,39.94,24.4
503424,1000,2,31.83,20.13
503424,1081,2,18.92,13.34
503424,1070,1,96.13,56.64
503425,1037,2,54.45,25.62
503425,1057,1,70.96,47.26
503425,1019,2,158.0,121.76
503425,1080,3,13.5,9.7
503425,1024,1,135.79,99.24
503425,1058,1,83.98,48.8
503425,1026,1,67.11,32.58
503426,1002,2,21.43,11.57
503426,1059,2,90.78,56.73
503426,1066,2,31.67,19.0
503427,1003,3,16.76,10.43
503427,1068,2,62.19,40.12
503427,1028,2,20.81,8.8
503428,1077,3,26.11,17.33
503428,1056,2,93.62,61.62
503429,1066,1,31.67,19.0
503429,1076,1,8.96,6.26
503430,1032,1,31.28,14.2
503430,1044,3,36.15,17.97
503430,1036,1,16.3,7.8
503430,1077,2,26.11,17.33
503430,1070,1,96.13,56.64
503431,1059,3,90.78,56.73
503431,1010,3,43.12,23.21
503431,1033,2,23.67,11.3
503432,1033,1,23.67,11.3
503433,1055,2,17.87,8.33
503434,1053,1,21.56,11.33
503434,1057,2,70.96,47.26
503434,1047,1,32.59,16.27
503435,1043,1,31.33,16.1
503435,1062,2,39.94,24.4
503435,1012,1,35.71,21.89
503435,1010,2,43.12,23.21
503436,1045,1,12.66,6.6
503436,1055,1,17.87,8.33
503436,1005,1,14.98,9.5
503436,1044,1,36.15,17.97
503436,1077,2,26.11,17.33
503437,1051,2,18.62,9.33
503438,1038,1,57.96,23.86
503438,1031,1,61.08,26.7
503439,1080,1,13.5,9.7
503439,1083,3,12.54,8.23
503440,1018,1,96.7,69.36
503440,1002,2,21.43,11.57
503440,1004,2,42.61,25.74
503441,1067,1,94.63,56.6
503441,1044,1,36.15,17.97
503442,1027,3,48.53,23.68
503442,1030,2,37.14,15.95
503442,1060,1,84.27,56.39
503443,1061,1,46.83,26.77
503443,1030,1,37.14,15.95
503444,1025,1,68.75,32.64
503444,1012,2,35.71,21.89
503444,1048,1,25.0,12.32
503445,1071,1,16.14,10.85
503445,1061,3,46.83,26.77
503445,1013,3,79.75,62.38
503446,1013,1,79.75,62.38
503446,1047,2,32.59,16.27
503447,1061,2,46.83,26.77
503447,1019,1,158.0,121.76
503447,1001,1,48.84,28.89
503448,1018,1,96.7,69.36
503449,1017,1,203.45,168.48
503449,1047,2,32.59,16.27
503449,1037,1,54.45,25.62
503450,1003,3,16.76,10.43
503450,1084,2,6.83,4.87
503451,1043,1,31.33,16.1
503451,1037,1,54.45,25.62
503452,1004,3,42.61,25.74
503452,1064,2,23.03,14.31
503452,1072,2,11.81,7.5
503453,1070,1,96.13,56.64
503453,1026,1,67.11,32.58
503453,1072,1,11.81,7.5
503454,1058,3,83.98,48.8
503454,1030,1,37.14,15.95
503455,1061,2,46.83,26.77
503455,1017,2,203.45,168.48
503455,1039,1,35.5,14.75
503455,1048,2,25.0,12.32
503456,1027,1,48.53,23.68
503456,1001,2,48.84,28.89
503457,1036,2,16.3,7.8
503457,1031,2,61.08,26.7
503457,1067,1,94.63,56.6
503457,1028,2,20.81,8.8
503458,1007,1,22.65,12.31
503458,1003,3,16.76,10.43
503458,1074,2,7.05,4.72
503458,1010,2,43.12,23.21
503459,1040,3,62.95,29.03
503459,1020,1,67.21,52.37
503460,1028,1,20.81,8.8
503460,1002,1,21.43,11.57
503460,1062,1,39.94,24.4
503460,1035,2,58.01,24.53
503461,1072,1,11.81,7.5
503461,1082,2,7.84,5.86
503461,1052,1,36.77,17.46
503462,1034,2,20.06,9.91
503462,1052,1,36.77,17.46
503463,1019,2,158.0,121.76
503464,1063,1,85.08,56.56
503464,1024,2,135.79,99.24
503465,1077,1,26.11,17.33
503465,1048,2,25.0,12.32
503466,1019,2,158.0,121.76
503467,1080,1,13.5,9.7
503468,1000,1,31.83,20.13
503468,1021,1,53.05,44.77
503468,1016,1,58.01,49.31
503468,1031,1,61.08,26.7
503468,1004,1,42.61,25.74
503469,1036,3,16.3,7.8
503470,1059,1,90.78,56.73
503470,1057,2,70.96,47.26
503471,1010,1,43.12,23.21
503471,1084,2,6.83,4.87
503471,1047,1,32.59,16.27
503472,1005,1,14.98,9.5
503473,1066,3,31.67,19.0
503473,1080,3,13.5,9.7
503474,1064,2,23.03,14.31
503475,1052,1,36.77,17.46
503475,1051,1,18.62,9.33
503475,1055,1,17.87,8.33
503475,1005,1,14.98,9.5
503476,1014,1,143.17,101.54
503477,1027,1,48.53,23.68
503478,1070,3,96.13,56.64
503479,1035,3,58.01,24.53
503480,1004,2,42.61,25.74
503480,1074,1,7.05,4.72
503480,1071,1,16.14,10.85
503481,1024,2,135.79,99.24
503481,1053,2,21.56,11.33
503481,1010,1,43.12,23.21
503482,1060,3,84.27,56.39
503482,1050,2,9.96,5.12
503482,1078,1,19.71,14.52
503483,1070,2,96.13,56.64
503483,1036,1,16.3,7.8
503483,1038,1,57.96,23.86
503483,1082,1,7.84,5.86
503483,1019,2,158.0,121.76
503483,1001,1,48.84,28.89
503484,1033,2,23.67,11.3
503485,1019,1,158.0,121.76
503485,1032,2,31.28,14.2
503485,1068,1,62.19,40.12
503486,1050,2,9.96,5.12
503487,1009,1,34.56,19.21
503488,1059,2,90.78,56.73
503488,1030,1,37.14,15.95
503488,1009,1,34.56,19.21
503488,1038,3,57.96,23.86
503489,1028,3,20.81,8.8
503489,1009,3,34.56,19.21
503489,1014,3,143.17,101.54
503490,1004,3,42.61,25.74
503491,1048,2,25.0,12.32
503491,1080,1,13.5,9.7
503491,1075,1,24.53,16.28
503492,1033,1,23.67,11.3
503493,1031,3,61.08,26.7
503494,1052,2,36.77,17.46
503495,1003,2,16.76,10.43
503495,1033,1,23.67,11.3
503496,1011,1,27.91,15.76
503497,1072,3,11.81,7.5
503497,1015,1,145.62,106.1
503497,1013,1,79.75,62.38
503497,1074,3,7.05,4.72
503497,1078,1,19.71,14.52
503497,1016,2,58.01,49.31
503498,1048,2,25.0,12.32
503498,1084,2,6.83,4.87
503499,1018,1,96.7,69.36
503499,1038,2,57.96,23.86
503499,1062,1,39.94,24.4
503499,1052,1,36.77,17.46
503500,1005,3,14.98,9.5
503500,1028,3,20.81,8.8
503500,1033,1,23.67,11.3
503501,1025,2,68.75,32.64
503502,1014,3,143.17,101.54
503502,1071,3,16.14,10.85
503503,1043,1,31.33,16.1
503504,1029,1,18.46,8.02
503504,1020,1,67.21,52.37
503504,1040,3,62.95,29.03
503504,1081,2,18.92,13.34
503504,1014,1,143.17,101.54
503505,1000,1,31.83,20.13
503505,1039,1,35.5,14.75
503506,1064,2,23.03,14.31
503506,1046,3,32.28,16.34
503507,1073,2,18.44,12.91
503508,1006,2,53.62,29.31
503508,1049,2,9.78,4.51
503508,1058,3,83.98,48.8
503509,1064,1,23.03,14.31
503509,1058,3,83.98,48.8
503509,1067,2,94.63,56.6
503509,1027,2,48.53,23.68
503509,1008,2,28.48,16.6
503509,1002,2,21.43,11.57
503510,1045,1,12.66,6.6
503510,1049,2,9.78,4.51
503510,1034,1,20.06,9.91
503510,1040,1,62.95,29.03
503511,1019,2,158.0,121.76
503511,1058,2,83.98,48.8
503511,1041,1,19.13,8.73
503512,1006,1,53.62,29.31
503512,1058,1,83.98,48.8
503513,1003,1,16.76,10.43
503513,1028,1,20.81,8.8
503514,1057,1,70.96,47.26
503514,1033,1,23.67,11.3
503514,1079,3,10.85,7.94
503514,1080,1,13.5,9.7
503515,1067,2,94.63,56.6
503515,1057,1,70.96,47.26
503515,1000,2,31.83,20.13
503515,1077,2,26.11,17.33
503516,1013,1,79.75,62.38
503516,1029,1,18.46,8.02
503517,1078,2,19.71,14.52
503518,1080,2,13.5,9.7
503518,1051,1,18.62,9.33
503518,1038,1,57.96,23.86
503519,1049,1,9.78,4.51
503519,1002,1,21.43,11.57
503520,1057,2,70.96,47.26
503521,1008,2,28.48,16.6
503522,1050,1,9.96,5.12
503522,1030,3,37.14,15.95
503523,1004,2,42.61,25.74
503523,1010,1,43.12,23.21
503523,1003,1,16.76,10.43
503524,1077,1,26.11,17.33
503524,1051,1,18.62,9.33
503524,1082,1,7.84,5.86
503524,1042,2,18.52,8.94
503524,1037,2,54.45,25.62
503525,1012,2,35.71,21.89
503526,1050,1,9.96,5.12
503526,1004,2,42.61,25.74
503527,1036,1,16.3,7.8
503527,1002,1,21.43,11.57
503527,1007,3,22.65,12.31
503527,1035,1,58.01,24.53
503528,1066,1,31.67,19.0
503528,1051,1,18.62,9.33
503528,1059,1,90.78,56.73
503529,1048,1,25.0,12.32
503530,1081,3,18.92,13.34
503531,1066,1,31.67,19.0
503531,1008,3,28.48,16.6
503531,1059,2,90.78,56.73
503532,1083,2,12.54,8.23
503532,1031,1,61.08,26.7
503533,1013,2,79.75,62.38
503534,1006,3,53.62,29.31
503535,1058,1,83.98,48.8
503536,1000,1,31.83,20.13
503536,1009,1,34.56,19.21
503537,1028,2,20.81,8.8
503537,1083,2,12.54,8.23
503537,1061,2,46.83,26.77
503537,1040,2,62.95,29.03
503538,1039,2,35.5,14.75
503538,1076,2,8.96,6.26
503538,1025,1,68.75,32.64
