customer_id,signup_date,region,acquisition_channel
11412,2024-01-01,Midlands,Organic Search
11413,2024-01-02,North West,Email
11414,2024-01-06,Scotland,Social
11415,2024-01-05,South East,Social
11416,2024-01-10,North West,Paid Search
11417,2024-01-12,South East,Organic Search
11418,2024-01-28,London,Social
11419,2024-01-08,London,Social
11420,2024-01-08,East,Email
11421,2024-01-23,Yorkshire,Social
11422,2024-01-13,Midlands,Referral
11423,2024-01-22,Yorkshire,Paid Search
11424,2024-01-01,London,Organic Search
11425,2024-01-28,South East,Email
11426,2024-01-27,Yorkshire,Social
11427,2024-01-23,London,Email
11428,2024-01-18,London,Organic Search
11429,2024-01-24,Scotland,Organic Search
11430,2024-01-06,Scotland,Organic Search
11431,2024-01-06,London,Organic Search
11432,2024-01-02,Midlands,Paid Search
11433,2024-01-05,North West,Email
11434,2024-01-01,Midlands,Social
11435,2024-01-05,North East,Referral
11436,2024-01-20,North East,Referral
11437,2024-01-20,South East,Organic Search
11438,2024-01-26,London,Paid Search
11439,2024-01-26,London,Paid Search
11440,2024-01-06,East,Email
11441,2024-01-06,Midlands,Paid Search
11442,2024-01-03,Midlands,Referral
11443,2024-01-22,Midlands,Paid Search
11444,2024-01-07,Scotland,Social
11445,2024-01-16,Wales,Email
11446,2024-01-21,North East,Social
11447,2024-01-15,Yorkshire,Social
11448,2024-01-20,Yorkshire,Organic Search
11449,2024-01-11,Midlands,Email
11450,2024-01-04,Midlands,Paid Search
11451,2024-01-10,North East,Paid Search
11452,2024-01-25,Midlands,Email
11453,2024-01-15,East,Organic Search
11454,2024-01-21,North West,Paid Search
11455,2024-01-04,North West,Referral
11456,2024-01-18,East,Social
11457,2024-01-07,London,Email
11458,2024-01-28,London,Email
11459,2024-01-07,East,Social
11460,2024-01-24,South East,Social
11461,2024-01-03,London,Organic Search
11462,2024-01-15,London,Organic Search
11463,2024-01-03,North East,Email
11464,2024-01-18,North East,Email
11465,2024-01-09,Midlands,Paid Search
11466,2024-01-13,Midlands,Organic Search
11467,2024-01-22,North West,Organic Search
11468,2024-01-24,London,Email
11469,2024-01-19,North East,Email
11470,2024-01-12,South West,Organic Search
11471,2024-01-26,London,Social
11472,2024-01-10,South East,Paid Search
11473,2024-01-13,South East,Organic Search
11474,2024-01-06,East,Organic Search
11475,2024-01-13,South East,Email
11476,2024-01-10,Scotland,Organic Search
11477,2024-01-22,South West,Referral
11478,2024-01-28,London,Paid Search
11479,2024-01-01,East,Paid Search
11480,2024-01-04,North East,Social
11481,2024-01-13,East,Referral
11482,2024-01-10,North West,Email
11483,2024-01-24,Midlands,Paid Search
11484,2024-01-21,South East,Organic Search
11485,2024-01-06,Yorkshire,Email
11486,2024-01-07,North West,Social
11487,2024-01-19,South East,Email
11488,2024-01-18,Midlands,Paid Search
11489,2024-01-10,London,Organic Search
11490,2024-01-07,London,Paid Search
11491,2024-01-11,Midlands,Social
11492,2024-01-08,North West,Social
11493,2024-01-07,Yorkshire,Paid Search
11494,2024-01-20,London,Social
11495,2024-01-05,East,Paid Search
11496,2024-01-11,Scotland,Organic Search
11497,2024-01-11,Yorkshire,Organic Search
11498,2024-01-24,London,Organic Search
11499,2024-01-12,North West,Social
11500,2024-01-16,Midlands,Paid Search
11501,2024-01-10,East,Organic Search
11502,2024-01-21,London,Email
11503,2024-01-28,South East,Referral
11504,2024-01-07,Yorkshire,Referral
11505,2024-01-03,London,Referral
11506,2024-01-28,East,Organic Search
11507,2024-01-19,London,Email
11508,2024-01-07,South West,Paid Search
11509,2024-01-18,South West,Paid Search
11510,2024-01-21,South East,Paid Search
11511,2024-01-08,South West,Social
11512,2024-01-28,Yorkshire,Paid Search
11513,2024-01-17,North West,Paid Search
11514,2024-01-01,London,Email
11515,2024-01-26,Scotland,Social
11516,2024-01-25,East,Paid Search
11517,2024-01-06,East,Social
11518,2024-01-28,Scotland,Social
11519,2024-01-16,South West,Organic Search
11520,2024-01-25,East,Organic Search
11521,2024-01-12,Yorkshire,Social
11522,2024-01-17,South West,Paid Search
11523,2024-02-16,South West,Referral
11524,2024-02-02,Scotland,Organic Search
11525,2024-02-23,Scotland,Social
11526,2024-02-09,South East,Organic Search
11527,2024-02-18,London,Paid Search
11528,2024-02-13,Midlands,Social
11529,2024-02-27,North East,Organic Search
11530,2024-02-08,East,Paid Search
11531,2024-02-28,Midlands,Email
11532,2024-02-20,North East,Referral
11533,2024-02-15,North West,Organic Search
11534,2024-02-21,Yorkshire,Organic Search
11535,2024-02-06,Midlands,Social
11536,2024-02-04,London,Paid Search
11537,2024-02-11,London,Paid Search
11538,2024-02-16,Midlands,Social
11539,2024-02-21,South East,Organic Search
11540,2024-02-02,North West,Social
11541,2024-02-05,London,Organic Search
11542,2024-02-19,North West,Organic Search
11543,2024-02-06,East,Paid Search
11544,2024-02-19,London,Email
11545,2024-02-24,London,Organic Search
11546,2024-02-03,North West,Social
11547,2024-02-16,South East,Organic Search
11548,2024-02-27,Midlands,Organic Search
11549,2024-02-19,South East,Organic Search
11550,2024-02-22,East,Organic Search
11551,2024-02-22,Midlands,Paid Search
11552,2024-02-19,North East,Paid Search
11553,2024-02-05,North West,Organic Search
11554,2024-02-28,South West,Social
11555,2024-02-27,North West,Organic Search
11556,2024-02-16,South West,Social
11557,2024-02-26,East,Email
11558,2024-02-03,East,Organic Search
11559,2024-02-20,East,Organic Search
11560,2024-02-25,London,Paid Search
11561,2024-02-14,Midlands,Organic Search
11562,2024-02-17,Midlands,Referral
11563,2024-02-16,South East,Paid Search
11564,2024-02-19,South East,Referral
11565,2024-02-27,London,Organic Search
11566,2024-02-05,Yorkshire,Email
11567,2024-02-28,North West,Social
11568,2024-02-18,Midlands,Organic Search
11569,2024-02-23,London,Organic Search
11570,2024-02-17,North West,Organic Search
11571,2024-02-21,North West,Email
11572,2024-02-14,Midlands,Organic Search
11573,2024-02-21,London,Organic Search
11574,2024-02-18,Midlands,Paid Search
11575,2024-02-09,Wales,Paid Search
11576,2024-02-07,Midlands,Email
11577,2024-02-16,North West,Paid Search
11578,2024-02-16,Yorkshire,Organic Search
11579,2024-02-12,South East,Paid Search
11580,2024-02-05,South East,Social
11581,2024-02-24,Yorkshire,Email
11582,2024-02-06,North West,Paid Search
11583,2024-02-26,Midlands,Paid Search
11584,2024-02-23,London,Organic Search
11585,2024-02-13,Scotland,Organic Search
11586,2024-02-03,South East,Paid Search
11587,2024-02-20,Midlands,Organic Search
11588,2024-02-08,Midlands,Social
11589,2024-02-24,Midlands,Referral
11590,2024-02-20,London,Organic Search
11591,2024-02-20,North East,Email
11592,2024-02-06,London,Paid Search
11593,2024-02-07,South East,Referral
11594,2024-02-17,Yorkshire,Organic Search
11595,2024-02-20,East,Social
11596,2024-02-20,North West,Organic Search
11597,2024-02-08,London,Referral
11598,2024-02-03,Wales,Email
11599,2024-02-12,London,Paid Search
11600,2024-02-07,East,Social
11601,2024-02-03,South West,Paid Search
11602,2024-02-24,South East,Referral
11603,2024-02-12,Midlands,Email
11604,2024-02-08,London,Organic Search
11605,2024-02-13,London,Organic Search
11606,2024-02-14,East,Paid Search
11607,2024-02-17,Yorkshire,Referral
11608,2024-02-26,East,Organic Search
11609,2024-02-18,South East,Social
11610,2024-02-23,Midlands,Paid Search
11611,2024-02-16,South East,Email
11612,2024-02-25,Midlands,Paid Search
11613,2024-02-19,South East,Paid Search
11614,2024-02-09,North East,Social
11615,2024-02-08,London,Organic Search
11616,2024-02-11,Midlands,Paid Search
11617,2024-02-18,North East,Email
11618,2024-02-08,Yorkshire,Paid Search
11619,2024-02-24,South East,Organic Search
11620,2024-02-06,Midlands,Paid Search
11621,2024-02-19,Yorkshire,Referral
11622,2024-02-22,South West,Organic Search
11623,2024-02-24,North West,Social
11624,2024-02-28,Yorkshire,Organic Search
11625,2024-02-27,Yorkshire,Social
11626,2024-02-05,South East,Organic Search
11627,2024-02-03,London,Social
11628,2024-02-20,North East,Email
11629,2024-02-02,South East,Paid Search
11630,2024-02-11,East,Referral
11631,2024-02-19,South East,Paid Search
11632,2024-02-25,South West,Organic Search
11633,2024-02-08,South East,Organic Search
11634,2024-02-17,South East,Paid Search
11635,2024-02-18,North East,Paid Search
11636,2024-02-28,London,Organic Search
11637,2024-02-04,London,Paid Search
11638,2024-02-23,North East,Social
11639,2024-02-13,London,Organic Search
11640,2024-02-20,South East,Organic Search
11641,2024-02-09,Yorkshire,Paid Search
11642,2024-02-20,Midlands,Organic Search
11643,2024-02-14,North West,Social
11644,2024-02-12,Midlands,Paid Search
11645,2024-02-15,North West,Organic Search
11646,2024-02-19,London,Email
11647,2024-02-24,Yorkshire,Organic Search
11648,2024-02-14,South East,Organic Search
11649,2024-02-26,Scotland,Organic Search
11650,2024-02-26,North East,Paid Search
11651,2024-02-05,Wales,Email
11652,2024-02-17,East,Organic Search
11653,2024-02-16,Yorkshire,Social
11654,2024-02-19,North East,Organic Search
11655,2024-02-06,North East,Email
11656,2024-02-16,South East,Organic Search
11657,2024-02-24,Midlands,Paid Search
11658,2024-02-18,East,Email
11659,2024-02-12,North East,Organic Search
11660,2024-02-28,London,Social
11661,2024-02-19,London,Social
11662,2024-02-06,Scotland,Organic Search
11663,2024-02-11,London,Paid Search
11664,2024-02-24,Midlands,Organic Search
11665,2024-03-20,Yorkshire,Social
11666,2024-03-05,South East,Social
11667,2024-03-11,Midlands,Social
11668,2024-03-13,South East,Organic Search
11669,2024-03-06,Midlands,Organic Search
11670,2024-03-21,Yorkshire,Organic Search
11671,2024-03-21,Midlands,Referral
11672,2024-03-25,South East,Paid Search
11673,2024-03-19,East,Paid Search
11674,2024-03-06,North West,Organic Search
11675,2024-03-24,Yorkshire,Organic Search
11676,2024-03-24,London,Organic Search
11677,2024-03-06,Midlands,Organic Search
11678,2024-03-16,East,Organic Search
11679,2024-03-13,East,Referral
11680,2024-03-04,Yorkshire,Organic Search
11681,2024-03-21,South West,Paid Search
11682,2024-03-08,Yorkshire,Organic Search
11683,2024-03-21,North West,Paid Search
11684,2024-03-06,North East,Social
11685,2024-03-28,South West,Email
11686,2024-03-15,Scotland,Paid Search
11687,2024-03-09,East,Organic Search
11688,2024-03-23,East,Social
11689,2024-03-15,London,Social
11690,2024-03-19,Midlands,Social
11691,2024-03-18,Yorkshire,Paid Search
11692,2024-03-18,Yorkshire,Organic Search
11693,2024-03-10,Midlands,Organic Search
11694,2024-03-10,North East,Paid Search
11695,2024-03-25,South East,Paid Search
11696,2024-03-16,East,Social
11697,2024-03-16,South West,Paid Search
11698,2024-03-01,South East,Email
11699,2024-03-20,Yorkshire,Organic Search
11700,2024-03-12,North West,Referral
11701,2024-03-14,Midlands,Organic Search
11702,2024-03-24,London,Email
11703,2024-03-08,Yorkshire,Paid Search
11704,2024-03-08,East,Email
11705,2024-03-20,South East,Social
11706,2024-03-10,London,Paid Search
11707,2024-03-09,Midlands,Email
11708,2024-03-06,North West,Organic Search
11709,2024-03-15,London,Organic Search
11710,2024-03-20,East,Organic Search
11711,2024-03-05,North East,Paid Search
11712,2024-03-06,Scotland,Organic Search
11713,2024-03-05,London,Social
11714,2024-03-08,North West,Organic Search
11715,2024-03-07,Midlands,Organic Search
11716,2024-03-26,East,Paid Search
11717,2024-03-23,South East,Organic Search
11718,2024-03-27,South East,Organic Search
11719,2024-03-09,South East,Organic Search
11720,2024-03-16,North West,Referral
11721,2024-03-09,South East,Email
11722,2024-03-04,Scotland,Social
11723,2024-03-13,South East,Paid Search
11724,2024-03-24,Wales,Organic Search
11725,2024-03-24,South East,Paid Search
11726,2024-03-07,Midlands,Social
11727,2024-03-10,South West,Organic Search
11728,2024-03-24,North East,Referral
11729,2024-03-17,North West,Paid Search
11730,2024-03-10,North West,Referral
11731,2024-03-28,London,Referral
11732,2024-03-08,London,Organic Search
11733,2024-03-06,South East,Social
11734,2024-03-13,South East,Organic Search
11735,2024-03-02,London,Social
11736,2024-03-23,London,Paid Search
11737,2024-03-03,Yorkshire,Paid Search
11738,2024-03-22,London,Referral
11739,2024-03-25,London,Organic Search
11740,2024-03-21,North West,Paid Search
11741,2024-03-04,North West,Organic Search
11742,2024-03-18,South East,Email
11743,2024-03-26,South West,Social
11744,2024-03-01,London,Paid Search
11745,2024-03-05,Yorkshire,Organic Search
11746,2024-03-23,Midlands,Organic Search
11747,2024-03-23,East,Social
11748,2024-03-18,Midlands,Social
11749,2024-03-09,South East,Social
11750,2024-03-28,East,Organic Search
11751,2024-03-05,Midlands,Email
11752,2024-03-18,Midlands,Organic Search
11753,2024-03-21,East,Social
11754,2024-03-01,London,Paid Search
11755,2024-03-20,Yorkshire,Social
11756,2024-03-22,Scotland,Email
11757,2024-03-07,East,Paid Search
11758,2024-03-18,North West,Organic Search
11759,2024-03-14,London,Organic Search
11760,2024-03-17,London,Organic Search
11761,2024-03-05,North West,Organic Search
11762,2024-03-04,East,Organic Search
11763,2024-03-19,London,Paid Search
11764,2024-03-16,East,Social
11765,2024-03-09,North East,Organic Search
11766,2024-03-23,North East,Referral
11767,2024-03-07,London,Referral
11768,2024-03-27,North East,Email
11769,2024-03-02,Midlands,Email
11770,2024-03-14,South East,Email
11771,2024-03-02,South East,Organic Search
11772,2024-03-02,London,Email
11773,2024-03-03,South West,Referral
11774,2024-03-04,North West,Organic Search
11775,2024-03-13,North West,Paid Search
11776,2024-03-08,London,Referral
11777,2024-03-18,London,Paid Search
11778,2024-03-04,South East,Social
11779,2024-03-22,Midlands,Social
11780,2024-03-04,North West,Organic Search
11781,2024-03-13,East,Social
11782,2024-03-18,Wales,Paid Search
11783,2024-03-12,South West,Paid Search
11784,2024-03-11,South East,Paid Search
11785,2024-03-21,Midlands,Social
11786,2024-03-20,Yorkshire,Paid Search
11787,2024-03-13,South East,Referral
11788,2024-03-09,Midlands,Paid Search
11789,2024-03-13,North East,Organic Search
11790,2024-03-10,London,Paid Search
11791,2024-03-10,North East,Referral
11792,2024-03-07,South East,Organic Search
11793,2024-03-27,South West,Email
11794,2024-04-18,East,Social
11795,2024-04-19,North West,Organic Search
11796,2024-04-12,North West,Organic Search
11797,2024-04-19,Yorkshire,Organic Search
11798,2024-04-10,North West,Paid Search
11799,2024-04-07,London,Social
11800,2024-04-26,East,Paid Search
11801,2024-04-23,London,Email
11802,2024-04-04,London,Organic Search
11803,2024-04-24,South East,Paid Search
11804,2024-04-25,North East,Email
11805,2024-04-12,South East,Paid Search
11806,2024-04-28,North West,Email
11807,2024-04-24,London,Social
11808,2024-04-01,London,Social
11809,2024-04-02,Yorkshire,Organic Search
11810,2024-04-18,East,Organic Search
11811,2024-04-23,Yorkshire,Organic Search
11812,2024-04-24,Wales,Referral
11813,2024-04-25,London,Paid Search
11814,2024-04-08,Midlands,Email
11815,2024-04-05,North West,Organic Search
11816,2024-04-19,London,Paid Search
11817,2024-04-09,North West,Paid Search
11818,2024-04-25,London,Email
11819,2024-04-16,East,Paid Search
11820,2024-04-21,London,Social
11821,2024-04-24,East,Organic Search
11822,2024-04-09,South East,Organic Search
11823,2024-04-19,North West,Social
11824,2024-04-14,Midlands,Organic Search
11825,2024-04-12,London,Organic Search
11826,2024-04-10,North West,Paid Search
11827,2024-04-27,Wales,Paid Search
11828,2024-04-05,Midlands,Referral
11829,2024-04-08,North West,Paid Search
11830,2024-04-25,London,Organic Search
11831,2024-04-24,North East,Referral
11832,2024-04-05,South East,Email
11833,2024-04-01,Midlands,Email
11834,2024-04-10,Midlands,Organic Search
11835,2024-04-07,London,Organic Search
11836,2024-04-18,East,Organic Search
11837,2024-04-16,London,Referral
11838,2024-04-23,London,Organic Search
11839,2024-04-19,South West,Paid Search
11840,2024-04-09,North West,Organic Search
11841,2024-04-26,London,Organic Search
11842,2024-04-15,London,Organic Search
11843,2024-04-13,London,Social
11844,2024-04-22,Midlands,Organic Search
11845,2024-04-10,South East,Social
11846,2024-04-08,Scotland,Paid Search
11847,2024-04-23,North West,Organic Search
11848,2024-04-28,London,Organic Search
11849,2024-04-07,East,Paid Search
11850,2024-04-23,North East,Organic Search
11851,2024-04-17,Yorkshire,Paid Search
11852,2024-04-24,North West,Paid Search
11853,2024-04-12,Midlands,Organic Search
11854,2024-04-17,Yorkshire,Organic Search
11855,2024-04-09,South East,Referral
11856,2024-04-27,Wales,Referral
11857,2024-04-09,Yorkshire,Paid Search
11858,2024-04-13,London,Organic Search
11859,2024-04-13,East,Social
11860,2024-04-28,London,Organic Search
11861,2024-04-08,London,Paid Search
11862,2024-04-10,South West,Organic Search
11863,2024-04-18,North West,Social
11864,2024-04-19,East,Email
11865,2024-04-28,North West,Social
11866,2024-04-17,South West,Paid Search
11867,2024-04-25,North West,Referral
11868,2024-04-06,Yorkshire,Paid Search
11869,2024-04-24,North West,Organic Search
11870,2024-04-05,London,Email
11871,2024-04-14,Scotland,Organic Search
11872,2024-04-24,South West,Referral
11873,2024-04-24,Yorkshire,Email
11874,2024-04-04,North West,Organic Search
11875,2024-04-20,London,Social
11876,2024-04-20,Yorkshire,Organic Search
11877,2024-04-22,North East,Organic Search
11878,2024-04-25,Midlands,Paid Search
11879,2024-04-20,Midlands,Social
11880,2024-04-06,South East,Paid Search
11881,2024-04-05,North West,Organic Search
11882,2024-04-14,South East,Organic Search
11883,2024-04-09,Scotland,Organic Search
11884,2024-04-22,Scotland,Email
11885,2024-04-03,North West,Referral
11886,2024-04-15,South East,Paid Search
11887,2024-04-11,South East,Referral
11888,2024-04-14,Midlands,Organic Search
11889,2024-04-24,South East,Social
11890,2024-04-13,London,Email
11891,2024-04-20,East,Social
11892,2024-04-23,South East,Paid Search
11893,2024-04-15,Midlands,Email
11894,2024-04-08,East,Paid Search
11895,2024-04-24,North East,Paid Search
11896,2024-04-25,London,Organic Search
11897,2024-04-10,Midlands,Referral
11898,2024-04-25,South East,Paid Search
11899,2024-04-14,Yorkshire,Referral
11900,2024-04-23,East,Organic Search
11901,2024-04-27,London,Organic Search
11902,2024-04-17,North West,Email
11903,2024-04-23,East,Paid Search
11904,2024-04-11,Midlands,Organic Search
11905,2024-04-19,South West,Referral
11906,2024-04-15,North West,Organic Search
11907,2024-04-21,South West,Email
11908,2024-04-23,London,Organic Search
11909,2024-04-23,Midlands,Paid Search
11910,2024-04-17,London,Social
11911,2024-04-17,London,Organic Search
11912,2024-04-18,Midlands,Email
11913,2024-04-11,East,Social
11914,2024-04-05,North West,Organic Search
11915,2024-04-25,London,Paid Search
11916,2024-04-10,London,Referral
11917,2024-04-10,London,Organic Search
11918,2024-04-05,Scotland,Organic Search
11919,2024-04-25,Yorkshire,Paid Search
11920,2024-04-28,East,Email
11921,2024-04-20,South West,Organic Search
11922,2024-04-19,London,Paid Search
11923,2024-04-15,North East,Social
11924,2024-04-08,South West,Organic Search
11925,2024-04-21,East,Email
11926,2024-04-02,North West,Organic Search
11927,2024-04-12,North East,Email
11928,2024-04-22,London,Social
11929,2024-04-11,South West,Organic Search
11930,2024-04-14,Wales,Organic Search
11931,2024-04-10,London,Social
11932,2024-04-20,London,Social
11933,2024-04-15,London,Paid Search
11934,2024-04-02,North West,Organic Search
11935,2024-04-12,South West,Email
11936,2024-04-25,Midlands,Paid Search
11937,2024-04-10,Midlands,Organic Search
11938,2024-05-28,Yorkshire,Paid Search
11939,2024-05-17,North West,Organic Search
11940,2024-05-02,North West,Social
11941,2024-05-21,East,Organic Search
11942,2024-05-24,London,Referral
11943,2024-05-23,Yorkshire,Social
11944,2024-05-11,Yorkshire,Social
11945,2024-05-20,Midlands,Organic Search
11946,2024-05-19,East,Social
11947,2024-05-16,East,Organic Search
11948,2024-05-20,Yorkshire,Organic Search
11949,2024-05-07,North East,Organic Search
11950,2024-05-21,South East,Social
11951,2024-05-07,South East,Referral
11952,2024-05-14,North East,Paid Search
11953,2024-05-26,London,Organic Search
11954,2024-05-07,London,Organic Search
11955,2024-05-03,Yorkshire,Paid Search
11956,2024-05-11,South East,Organic Search
11957,2024-05-11,Midlands,Social
11958,2024-05-20,Scotland,Email
11959,2024-05-07,Midlands,Organic Search
11960,2024-05-22,Midlands,Paid Search
11961,2024-05-02,London,Paid Search
11962,2024-05-21,Midlands,Email
11963,2024-05-11,Midlands,Email
11964,2024-05-24,North East,Paid Search
11965,2024-05-19,London,Organic Search
11966,2024-05-18,North East,Social
11967,2024-05-11,South East,Referral
11968,2024-05-12,North East,Organic Search
11969,2024-05-27,North East,Referral
11970,2024-05-21,East,Organic Search
11971,2024-05-20,Midlands,Social
11972,2024-05-28,South East,Organic Search
11973,2024-05-28,Yorkshire,Organic Search
11974,2024-05-14,North West,Email
11975,2024-05-12,Midlands,Referral
11976,2024-05-07,East,Organic Search
11977,2024-05-12,South East,Email
11978,2024-05-03,Midlands,Organic Search
11979,2024-05-16,South West,Organic Search
11980,2024-05-11,South West,Social
11981,2024-05-17,Yorkshire,Organic Search
11982,2024-05-25,South East,Email
11983,2024-05-17,London,Organic Search
11984,2024-05-24,North East,Paid Search
11985,2024-05-28,East,Organic Search
11986,2024-05-02,London,Social
11987,2024-05-03,Midlands,Referral
11988,2024-05-04,East,Social
11989,2024-05-10,North East,Email
11990,2024-05-21,South West,Organic Search
11991,2024-05-07,Yorkshire,Paid Search
11992,2024-05-25,Midlands,Organic Search
11993,2024-05-05,North West,Organic Search
11994,2024-05-20,East,Organic Search
11995,2024-05-18,Midlands,Organic Search
11996,2024-05-05,South West,Email
11997,2024-05-19,Yorkshire,Organic Search
11998,2024-05-20,South West,Paid Search
11999,2024-05-02,North West,Paid Search
12000,2024-05-22,North East,Paid Search
12001,2024-05-03,Midlands,Organic Search
12002,2024-05-20,South West,Social
12003,2024-05-23,London,Social
12004,2024-05-10,Midlands,Organic Search
12005,2024-05-25,London,Paid Search
12006,2024-05-25,South East,Social
12007,2024-05-03,South East,Referral
12008,2024-05-15,North West,Organic Search
12009,2024-05-21,London,Paid Search
12010,2024-05-08,South West,Organic Search
12011,2024-05-20,Yorkshire,Paid Search
12012,2024-05-06,London,Social
12013,2024-05-26,South East,Organic Search
12014,2024-05-16,North East,Paid Search
12015,2024-05-12,Midlands,Email
12016,2024-05-10,South East,Social
12017,2024-05-05,East,Paid Search
12018,2024-05-23,South East,Organic Search
12019,2024-05-21,North East,Organic Search
12020,2024-05-15,Midlands,Paid Search
12021,2024-05-20,Yorkshire,Organic Search
12022,2024-05-16,Midlands,Paid Search
12023,2024-05-27,London,Paid Search
12024,2024-05-14,East,Paid Search
12025,2024-05-23,Yorkshire,Social
12026,2024-05-03,London,Social
12027,2024-05-27,East,Social
12028,2024-05-15,Yorkshire,Organic Search
12029,2024-05-15,North West,Referral
12030,2024-05-03,London,Social
12031,2024-05-20,South East,Paid Search
12032,2024-05-16,London,Organic Search
12033,2024-05-07,South East,Referral
12034,2024-05-25,London,Organic Search
12035,2024-05-05,London,Paid Search
12036,2024-05-10,Midlands,Social
12037,2024-05-07,North West,Email
12038,2024-05-10,London,Referral
12039,2024-05-10,South West,Referral
12040,2024-05-23,Scotland,Paid Search
12041,2024-05-03,London,Social
12042,2024-05-17,Midlands,Organic Search
12043,2024-05-10,North East,Referral
12044,2024-05-02,North East,Social
12045,2024-05-12,North West,Organic Search
12046,2024-05-01,Yorkshire,Social
12047,2024-05-13,London,Social
12048,2024-05-13,Midlands,Paid Search
12049,2024-05-22,North West,Organic Search
12050,2024-05-18,Midlands,Referral
12051,2024-05-27,Midlands,Organic Search
12052,2024-05-28,London,Organic Search
12053,2024-05-03,London,Organic Search
12054,2024-05-16,London,Referral
12055,2024-05-05,North West,Social
12056,2024-05-14,South East,Referral
12057,2024-05-23,London,Paid Search
12058,2024-05-06,Midlands,Paid Search
12059,2024-05-27,Midlands,Paid Search
12060,2024-05-06,Midlands,Organic Search
12061,2024-05-16,South East,Organic Search
12062,2024-05-17,Yorkshire,Referral
12063,2024-05-19,Midlands,Referral
12064,2024-05-19,East,Paid Search
12065,2024-05-19,East,Social
12066,2024-05-05,London,Paid Search
12067,2024-05-28,Scotland,Email
12068,2024-05-15,East,Paid Search
12069,2024-05-20,North West,Paid Search
12070,2024-05-24,London,Social
12071,2024-05-22,London,Email
12072,2024-05-10,London,Referral
12073,2024-05-18,South East,Paid Search
12074,2024-05-17,South West,Social
12075,2024-05-11,Midlands,Referral
12076,2024-05-26,Yorkshire,Organic Search
12077,2024-05-23,South West,Email
12078,2024-05-24,South East,Organic Search
12079,2024-05-21,Midlands,Organic Search
12080,2024-05-02,London,Organic Search
12081,2024-05-24,London,Organic Search
12082,2024-05-03,North West,Organic Search
12083,2024-05-26,Yorkshire,Organic Search
12084,2024-05-09,Yorkshire,Organic Search
12085,2024-05-24,North West,Organic Search
12086,2024-05-19,London,Social
12087,2024-05-12,South East,Organic Search
12088,2024-05-23,Yorkshire,Organic Search
12089,2024-05-17,South East,Paid Search
12090,2024-05-03,Scotland,Social
12091,2024-06-27,North West,Paid Search
12092,2024-06-14,South East,Organic Search
12093,2024-06-15,London,Organic Search
12094,2024-06-19,London,Paid Search
12095,2024-06-21,Yorkshire,Email
12096,2024-06-02,North West,Paid Search
12097,2024-06-10,Midlands,Referral
12098,2024-06-18,Yorkshire,Social
12099,2024-06-13,Midlands,Organic Search
12100,2024-06-28,Midlands,Organic Search
12101,2024-06-26,Midlands,Social
12102,2024-06-17,London,Organic Search
12103,2024-06-18,London,Referral
12104,2024-06-14,London,Social
12105,2024-06-09,Midlands,Organic Search
12106,2024-06-04,Yorkshire,Social
12107,2024-06-15,South East,Email
12108,2024-06-24,London,Email
12109,2024-06-17,Midlands,Social
12110,2024-06-06,Yorkshire,Organic Search
12111,2024-06-01,South East,Organic Search
12112,2024-06-04,East,Social
12113,2024-06-12,North West,Organic Search
12114,2024-06-07,North East,Social
12115,2024-06-02,South West,Social
12116,2024-06-27,North West,Social
12117,2024-06-04,London,Organic Search
12118,2024-06-28,London,Paid Search
12119,2024-06-25,South West,Social
12120,2024-06-06,South West,Social
12121,2024-06-09,Yorkshire,Social
12122,2024-06-03,London,Referral
12123,2024-06-09,South East,Social
12124,2024-06-22,South East,Organic Search
12125,2024-06-06,South East,Organic Search
12126,2024-06-02,Midlands,Organic Search
12127,2024-06-02,Yorkshire,Email
12128,2024-06-06,Midlands,Paid Search
12129,2024-06-07,London,Organic Search
12130,2024-06-16,North West,Paid Search
12131,2024-06-14,North West,Social
12132,2024-06-15,London,Organic Search
12133,2024-06-03,North East,Social
12134,2024-06-25,Midlands,Referral
12135,2024-06-05,London,Organic Search
12136,2024-06-02,London,Organic Search
12137,2024-06-23,Yorkshire,Paid Search
12138,2024-06-01,East,Referral
12139,2024-06-16,Midlands,Paid Search
12140,2024-06-24,South East,Email
12141,2024-06-18,Yorkshire,Paid Search
12142,2024-06-23,South East,Paid Search
12143,2024-06-19,East,Referral
12144,2024-06-11,London,Paid Search
12145,2024-06-21,Wales,Social
12146,2024-06-12,East,Referral
12147,2024-06-03,South East,Email
12148,2024-06-10,London,Organic Search
12149,2024-06-02,Scotland,Social
12150,2024-06-10,London,Referral
12151,2024-06-21,London,Paid Search
12152,2024-06-21,Midlands,Organic Search
12153,2024-06-02,North West,Social
12154,2024-06-19,Yorkshire,Paid Search
12155,2024-06-26,East,Organic Search
12156,2024-06-18,Scotland,Email
12157,2024-06-01,North East,Organic Search
12158,2024-06-26,London,Paid Search
12159,2024-06-07,South East,Social
12160,2024-06-15,South West,Email
12161,2024-06-18,North West,Social
12162,2024-06-03,North East,Organic Search
12163,2024-06-21,North East,Referral
12164,2024-06-20,North East,Social
12165,2024-06-05,North East,Social
12166,2024-06-10,South East,Organic Search
12167,2024-06-20,North West,Social
12168,2024-06-27,South East,Organic Search
12169,2024-06-20,South East,Organic Search
12170,2024-06-26,North West,Organic Search
12171,2024-06-27,Scotland,Social
12172,2024-06-11,North West,Social
12173,2024-06-18,North West,Email
12174,2024-06-26,North West,Organic Search
