order_id,customer_id,order_date,status
501415,10516,2023-07-15,completed
501416,10517,2023-06-05,completed
501417,10517,2023-06-08,completed
501418,10517,2023-06-11,completed
501419,10518,2023-06-25,returned
501420,10518,2023-08-10,completed
501421,10518,2023-09-25,completed
501422,10519,2023-06-24,completed
501423,10519,2023-08-02,completed
501424,10519,2023-11-11,completed
501425,10520,2023-06-24,completed
501426,10521,2023-06-20,completed
501427,10522,2023-06-16,completed
501428,10523,2023-06-27,completed
501429,10523,2023-09-19,completed
501430,10524,2023-06-08,completed
501431,10525,2023-06-18,completed
501432,10525,2023-09-18,completed
501433,10526,2023-06-16,completed
501434,10526,2023-07-27,completed
501435,10527,2023-06-09,completed
501436,10527,2023-10-06,completed
501437,10527,2023-11-07,completed
501438,10528,2023-06-08,cancelled
501439,10528,2023-06-23,completed
501440,10529,2023-06-18,completed
501441,10529,2023-08-11,completed
501442,10529,2023-09-12,completed
501443,10530,2023-06-07,completed
501444,10531,2023-06-07,completed
501445,10531,2023-06-10,completed
501446,10532,2023-06-09,completed
501447,10532,2023-07-10,returned
501448,10532,2023-07-28,returned
501449,10532,2023-08-29,completed
501450,10532,2024-02-13,completed
501451,10533,2023-06-28,completed
501452,10534,2023-06-09,completed
501453,10534,2023-07-09,completed
501454,10534,2023-08-03,completed
501455,10534,2023-08-29,completed
501456,10534,2023-09-12,completed
501457,10534,2023-09-15,completed
501458,10535,2023-06-02,returned
501459,10535,2023-06-12,completed
501460,10535,2023-10-26,returned
501461,10535,2024-03-09,completed
501462,10535,2024-04-23,completed
501463,10535,2024-09-05,completed
501464,10536,2023-06-13,completed
501465,10537,2023-06-15,completed
501466,10538,2023-06-05,returned
501467,10538,2023-08-16,completed
501468,10538,2023-11-07,completed
501469,10539,2023-06-26,completed
501470,10539,2023-09-19,completed
501471,10539,2023-10-07,completed
501472,10539,2023-10-15,completed
501473,10539,2023-12-09,completed
501474,10539,2024-02-09,completed
501475,10540,2023-06-27,completed
501476,10540,2023-08-30,completed
501477,10540,2023-10-14,completed
501478,10540,2023-10-29,completed
501479,10540,2023-12-01,completed
501480,10540,2023-12-09,completed
501481,10540,2024-03-05,completed
501482,10540,2024-03-13,returned
501483,10540,2024-03-29,completed
501484,10540,2024-04-09,completed
501485,10540,2025-02-12,completed
501486,10540,2025-03-06,completed
501487,10541,2023-06-27,returned
501488,10541,2023-06-30,completed
501489,10541,2023-08-13,completed
501490,10541,2023-12-20,completed
501491,10541,2024-03-13,completed
501492,10541,2024-04-02,completed
501493,10542,2023-06-01,completed
501494,10542,2023-08-02,completed
501495,10542,2023-08-31,completed
501496,10542,2024-08-19,cancelled
501497,10542,2024-09-02,completed
501498,10542,2024-11-21,completed
501499,10542,2025-02-23,completed
501500,10542,2025-08-26,completed
501501,10543,2023-06-09,completed
501502,10543,2023-08-05,completed
501503,10543,2023-10-18,completed
501504,10544,2023-06-25,completed
501505,10544,2023-06-30,completed
501506,10545,2023-06-27,completed
501507,10546,2023-06-03,completed
501508,10546,2023-07-16,completed
501509,10547,2023-06-20,completed
501510,10547,2023-08-16,completed
501511,10547,2024-01-15,completed
501512,10547,2024-01-27,returned
501513,10548,2023-06-18,completed
501514,10548,2023-09-24,completed
501515,10548,2023-10-28,completed
501516,10548,2024-03-15,completed
501517,10548,2024-03-24,completed
501518,10548,2024-08-12,completed
501519,10549,2023-06-20,completed
501520,10549,2023-07-25,completed
501521,10549,2023-08-17,completed
501522,10549,2024-02-08,completed
501523,10550,2023-06-10,returned
501524,10550,2023-07-28,completed
501525,10550,2023-08-26,completed
501526,10551,2023-06-11,completed
501527,10551,2023-07-10,completed
501528,10551,2023-08-17,completed
501529,10552,2023-06-23,completed
501530,10552,2023-08-07,completed
501531,10552,2023-12-20,completed
501532,10553,2023-06-06,completed
501533,10553,2023-09-12,completed
501534,10554,2023-06-26,completed
501535,10554,2023-07-01,completed
501536,10555,2023-06-14,completed
501537,10555,2023-09-07,completed
501538,10556,2023-06-15,completed
501539,10556,2023-08-05,completed
501540,10557,2023-06-02,completed
501541,10557,2023-06-05,completed
501542,10558,2023-06-09,completed
501543,10558,2023-06-12,completed
501544,10558,2023-06-18,completed
501545,10559,2023-06-26,completed
501546,10559,2023-07-02,completed
501547,10559,2024-01-25,completed
501548,10559,2024-12-18,returned
501549,10559,2025-02-05,completed
501550,10559,2025-03-19,completed
501551,10560,2023-06-05,completed
501552,10560,2023-06-24,returned
501553,10560,2024-02-15,completed
501554,10561,2023-06-27,completed
501555,10562,2023-06-23,completed
501556,10562,2023-07-07,completed
501557,10562,2023-07-12,returned
501558,10562,2023-07-26,completed
501559,10563,2023-06-24,completed
501560,10564,2023-07-24,completed
501561,10564,2023-08-19,returned
501562,10565,2023-07-10,completed
501563,10565,2023-07-13,completed
501564,10565,2023-07-30,returned
501565,10566,2023-07-05,completed
501566,10567,2023-07-16,completed
501567,10567,2023-12-29,completed
501568,10567,2024-03-07,completed
501569,10567,2024-05-03,completed
501570,10568,2023-07-09,completed
501571,10569,2023-07-10,completed
501572,10570,2023-07-29,completed
501573,10570,2023-10-03,completed
501574,10570,2023-10-23,completed
501575,10570,2023-11-25,completed
501576,10570,2024-01-04,completed
501577,10571,2023-07-28,completed
501578,10572,2023-07-27,completed
501579,10572,2023-12-03,completed
501580,10572,2024-01-02,completed
501581,10573,2023-07-14,completed
501582,10573,2023-08-01,completed
501583,10573,2023-10-02,completed
501584,10573,2023-10-13,completed
501585,10574,2023-07-18,completed
501586,10574,2023-09-09,completed
501587,10574,2023-10-07,completed
501588,10574,2023-12-22,completed
501589,10574,2023-12-25,completed
501590,10575,2023-07-12,completed
501591,10575,2023-08-13,completed
501592,10575,2023-10-13,completed
501593,10576,2023-07-03,completed
501594,10576,2023-07-18,completed
501595,10577,2023-07-07,completed
501596,10577,2023-08-06,completed
501597,10578,2023-07-05,completed
501598,10578,2023-07-28,completed
501599,10578,2024-01-11,completed
501600,10579,2023-07-18,completed
501601,10580,2023-07-25,completed
501602,10581,2023-07-26,completed
501603,10581,2023-09-08,completed
501604,10582,2023-07-15,completed
501605,10583,2023-07-04,completed
501606,10583,2023-07-07,completed
501607,10583,2023-08-24,completed
501608,10584,2023-07-13,completed
501609,10585,2023-07-09,completed
501610,10585,2023-08-16,completed
501611,10586,2023-07-20,completed
501612,10586,2023-08-05,completed
501613,10587,2023-07-05,completed
501614,10587,2023-07-11,completed
501615,10587,2023-08-26,completed
501616,10587,2023-10-04,returned
501617,10587,2023-10-21,completed
501618,10588,2023-07-13,completed
501619,10588,2023-09-16,completed
501620,10589,2023-07-02,completed
501621,10590,2023-07-14,completed
501622,10591,2023-07-19,completed
501623,10592,2023-07-12,completed
501624,10592,2023-07-18,completed
501625,10592,2023-10-21,completed
501626,10593,2023-07-05,completed
501627,10593,2023-09-01,completed
501628,10594,2023-07-20,completed
501629,10594,2023-07-23,completed
501630,10594,2023-09-24,completed
501631,10594,2023-11-10,completed
501632,10594,2024-05-08,completed
501633,10594,2024-11-13,completed
501634,10595,2023-07-12,completed
501635,10595,2023-07-30,completed
501636,10595,2023-08-02,completed
501637,10596,2023-07-10,completed
501638,10597,2023-07-17,completed
501639,10597,2023-07-27,completed
501640,10597,2023-09-14,completed
501641,10597,2023-11-24,completed
501642,10598,2023-07-06,completed
501643,10598,2023-11-15,completed
501644,10598,2024-02-21,completed
501645,10599,2023-07-15,completed
501646,10599,2023-12-06,completed
501647,10600,2023-07-28,completed
501648,10600,2023-10-01,completed
501649,10601,2023-07-24,completed
501650,10601,2023-07-27,completed
501651,10602,2023-07-12,completed
501652,10602,2023-11-30,completed
501653,10602,2023-12-24,completed
501654,10602,2024-05-12,completed
501655,10602,2024-05-26,completed
501656,10602,2024-07-23,completed
501657,10602,2024-12-25,completed
501658,10603,2023-07-25,completed
501659,10603,2023-08-26,returned
501660,10604,2023-07-19,completed
501661,10604,2023-10-28,completed
501662,10605,2023-07-28,completed
501663,10605,2023-08-23,completed
501664,10605,2023-08-26,completed
501665,10605,2023-11-07,completed
501666,10605,2024-01-09,completed
501667,10605,2024-04-30,completed
501668,10606,2023-07-04,cancelled
501669,10606,2023-07-27,completed
501670,10607,2023-07-18,completed
501671,10607,2023-09-02,completed
501672,10608,2023-07-23,completed
501673,10609,2023-07-16,completed
501674,10610,2023-07-20,completed
501675,10610,2023-09-10,completed
501676,10610,2023-09-28,completed
501677,10610,2023-10-19,completed
501678,10610,2024-06-19,completed
501679,10611,2023-07-20,completed
501680,10611,2023-08-25,completed
501681,10612,2023-07-21,completed
501682,10613,2023-07-20,completed
501683,10613,2023-08-25,completed
501684,10613,2023-10-04,completed
501685,10614,2023-07-28,returned
501686,10614,2023-10-19,completed
501687,10614,2024-01-07,completed
501688,10614,2024-05-13,completed
501689,10615,2023-07-28,completed
501690,10615,2023-08-09,completed
501691,10616,2023-07-28,completed
501692,10616,2023-08-06,completed
501693,10616,2023-09-01,returned
501694,10617,2023-07-08,completed
501695,10618,2023-07-24,completed
501696,10618,2023-07-27,completed
501697,10618,2023-11-24,completed
501698,10618,2023-12-10,completed
501699,10618,2024-01-08,completed
501700,10619,2023-07-20,completed
501701,10619,2023-07-23,completed
501702,10619,2023-08-12,completed
501703,10620,2023-07-12,returned
501704,10620,2023-07-21,completed
501705,10620,2023-09-15,completed
501706,10620,2024-08-18,completed
501707,10620,2025-01-25,returned
501708,10621,2023-07-10,completed
501709,10621,2023-09-12,completed
501710,10621,2023-10-19,completed
501711,10621,2023-10-28,completed
501712,10622,2023-07-19,completed
501713,10622,2023-07-22,completed
501714,10623,2023-07-19,completed
501715,10623,2023-07-23,completed
501716,10624,2023-07-22,completed
501717,10624,2023-08-06,completed
501718,10625,2023-07-13,completed
501719,10625,2023-10-31,completed
501720,10626,2023-07-29,completed
501721,10626,2023-09-14,completed
501722,10626,2023-10-23,completed
501723,10627,2023-07-21,completed
501724,10627,2023-07-24,cancelled
501725,10627,2023-08-01,completed
501726,10627,2024-02-12,completed
501727,10628,2023-07-10,completed
501728,10628,2023-07-13,returned
501729,10629,2023-07-21,completed
501730,10630,2023-07-19,completed
501731,10630,2023-08-04,completed
501732,10630,2023-09-10,completed
501733,10631,2023-07-18,completed
501734,10631,2023-09-19,completed
501735,10632,2023-07-16,completed
501736,10632,2023-07-27,completed
501737,10633,2023-07-04,completed
501738,10633,2023-08-26,completed
501739,10633,2023-08-30,completed
501740,10633,2023-09-26,completed
501741,10634,2023-07-16,completed
501742,10634,2023-10-03,completed
501743,10634,2023-10-17,completed
501744,10634,2023-11-07,completed
501745,10635,2023-07-14,completed
501746,10635,2023-08-09,completed
501747,10635,2023-08-20,completed
501748,10635,2023-11-03,completed
501749,10635,2024-01-26,completed
501750,10635,2024-02-09,completed
501751,10635,2024-05-06,completed
501752,10635,2024-10-20,completed
501753,10635,2025-01-22,completed
501754,10636,2023-07-29,completed
501755,10636,2023-08-13,completed
501756,10637,2023-07-25,completed
501757,10637,2023-11-13,completed
501758,10637,2023-12-24,completed
501759,10637,2024-01-09,completed
501760,10638,2023-07-12,completed
501761,10638,2023-07-24,completed
501762,10638,2023-07-30,completed
501763,10639,2023-07-16,completed
501764,10639,2023-08-05,returned
501765,10639,2023-08-26,completed
501766,10640,2023-07-13,completed
501767,10640,2023-08-01,completed
501768,10640,2024-03-05,completed
501769,10641,2023-07-17,completed
501770,10641,2023-08-09,completed
501771,10641,2023-10-17,completed
501772,10641,2023-12-16,completed
501773,10641,2024-01-02,cancelled
501774,10642,2023-07-08,completed
501775,10643,2023-07-26,completed
501776,10644,2023-07-19,completed
501777,10644,2023-07-22,completed
501778,10645,2023-07-11,completed
501779,10645,2023-09-25,returned
501780,10645,2023-09-29,completed
501781,10646,2023-07-14,completed
501782,10646,2023-07-21,completed
501783,10647,2023-07-10,completed
501784,10648,2023-07-10,completed
501785,10648,2023-07-13,completed
501786,10648,2023-08-30,returned
501787,10649,2023-07-23,completed
501788,10649,2023-08-07,completed
501789,10650,2023-07-01,cancelled
501790,10650,2023-07-16,completed
501791,10650,2023-08-04,completed
501792,10651,2023-07-12,completed
501793,10651,2023-10-16,completed
501794,10651,2023-11-07,completed
501795,10652,2023-07-13,completed
501796,10652,2023-07-29,completed
501797,10652,2023-11-05,completed
501798,10652,2024-01-12,completed
501799,10653,2023-07-19,completed
501800,10653,2023-10-24,cancelled
501801,10653,2023-12-12,completed
501802,10654,2023-07-03,returned
501803,10654,2023-10-14,completed
501804,10654,2023-10-25,completed
501805,10654,2023-11-19,completed
501806,10655,2023-07-20,completed
501807,10655,2023-07-30,completed
501808,10655,2023-11-01,completed
501809,10655,2023-11-20,completed
501810,10656,2023-07-22,completed
501811,10657,2023-07-07,completed
501812,10658,2023-07-14,completed
501813,10659,2023-07-07,completed
501814,10659,2023-09-08,completed
501815,10659,2023-09-20,completed
501816,10659,2023-09-27,completed
501817,10660,2023-07-19,completed
501818,10660,2023-08-29,completed
501819,10660,2024-01-28,completed
501820,10660,2024-03-21,completed
501821,10660,2024-06-15,completed
501822,10660,2024-06-18,completed
501823,10660,2024-09-26,completed
501824,10660,2024-10-06,completed
501825,10660,2025-02-14,completed
501826,10661,2023-07-26,completed
501827,10661,2023-08-13,completed
501828,10662,2023-07-18,completed
501829,10662,2023-09-25,completed
501830,10663,2023-07-07,completed
501831,10663,2023-08-28,completed
501832,10663,2023-09-22,completed
501833,10664,2023-07-09,completed
501834,10664,2023-09-01,completed
501835,10665,2023-07-28,completed
501836,10665,2023-09-27,completed
501837,10665,2023-11-06,completed
501838,10666,2023-07-29,completed
501839,10666,2023-08-16,completed
501840,10666,2023-09-09,completed
501841,10667,2023-07-22,completed
501842,10667,2023-11-02,completed
501843,10668,2023-07-12,cancelled
501844,10668,2023-08-10,completed
501845,10668,2023-12-03,completed
501846,10669,2023-07-17,completed
501847,10670,2023-07-26,completed
501848,10670,2024-01-19,completed
501849,10670,2024-02-10,completed
501850,10670,2024-03-08,completed
501851,10671,2023-07-23,completed
501852,10671,2023-09-17,cancelled
501853,10672,2023-07-26,completed
501854,10672,2023-08-29,completed
501855,10672,2023-09-16,completed
501856,10673,2023-07-10,completed
501857,10673,2023-08-17,completed
501858,10673,2023-08-20,completed
501859,10674,2023-07-09,completed
501860,10675,2023-08-25,completed
501861,10675,2023-11-07,completed
501862,10675,2024-01-16,completed
501863,10675,2024-07-25,completed
501864,10676,2023-08-25,completed
501865,10676,2023-09-07,completed
501866,10676,2023-11-21,completed
501867,10677,2023-08-26,completed
501868,10678,2023-08-14,completed
501869,10678,2023-12-21,completed
501870,10678,2024-04-29,completed
501871,10679,2023-08-07,completed
501872,10679,2023-08-14,completed
501873,10679,2023-08-17,completed
501874,10679,2024-04-23,completed
501875,10679,2024-04-28,completed
501876,10680,2023-08-19,completed
501877,10680,2023-09-22,completed
501878,10681,2023-08-03,completed
501879,10681,2023-09-04,completed
501880,10681,2023-11-12,completed
501881,10681,2024-02-15,completed
501882,10681,2024-03-09,completed
501883,10682,2023-08-18,completed
501884,10682,2023-11-29,completed
501885,10682,2023-12-12,completed
501886,10683,2023-08-20,completed
501887,10683,2023-09-05,cancelled
501888,10683,2024-02-20,completed
501889,10683,2024-06-06,completed
501890,10684,2023-08-16,completed
501891,10685,2023-08-13,completed
501892,10685,2023-09-28,completed
501893,10685,2023-10-21,completed
501894,10685,2023-11-02,completed
501895,10685,2024-05-01,completed
501896,10686,2023-08-24,completed
501897,10687,2023-08-20,returned
501898,10688,2023-08-11,completed
501899,10688,2023-09-27,returned
501900,10689,2023-08-13,completed
501901,10689,2023-09-17,completed
501902,10689,2023-09-20,completed
501903,10689,2023-09-30,completed
501904,10689,2023-12-03,completed
501905,10690,2023-08-23,completed
501906,10690,2023-09-02,completed
501907,10690,2023-09-05,completed
501908,10691,2023-08-15,returned
501909,10691,2023-08-21,completed
501910,10692,2023-08-27,completed
501911,10692,2023-09-04,returned
501912,10692,2023-10-22,completed
501913,10692,2024-04-04,completed
501914,10693,2023-08-23,completed
501915,10694,2023-08-14,completed
501916,10694,2023-08-17,completed
501917,10694,2023-11-17,completed
501918,10694,2023-12-25,completed
501919,10695,2023-08-27,completed
501920,10695,2023-09-02,completed
501921,10696,2023-08-25,completed
501922,10696,2023-09-09,completed
501923,10697,2023-08-23,completed
501924,10697,2023-09-30,completed
501925,10698,2023-08-09,completed
501926,10698,2023-09-14,completed
501927,10698,2023-12-19,completed
501928,10698,2024-01-09,completed
501929,10699,2023-08-20,completed
501930,10699,2024-04-16,completed
501931,10700,2023-08-22,completed
501932,10700,2023-10-12,completed
501933,10701,2023-08-02,returned
501934,10701,2023-09-20,completed
501935,10701,2023-10-04,completed
501936,10701,2024-02-29,completed
501937,10701,2024-04-16,completed
501938,10702,2023-08-22,completed
501939,10702,2023-09-03,completed
501940,10702,2023-10-12,completed
501941,10702,2023-10-27,completed
501942,10703,2023-08-12,completed
501943,10704,2023-08-26,completed
501944,10705,2023-08-09,completed
501945,10705,2023-09-09,completed
501946,10706,2023-08-19,completed
501947,10706,2023-10-04,completed
501948,10706,2023-11-05,completed
501949,10706,2023-11-20,completed
501950,10706,2024-03-13,completed
501951,10706,2024-04-30,completed
501952,10706,2024-10-14,completed
501953,10707,2023-08-10,completed
501954,10707,2023-09-06,completed
501955,10708,2023-08-26,completed
501956,10708,2023-09-15,completed
501957,10709,2023-08-18,completed
501958,10709,2023-08-27,completed
501959,10709,2023-10-05,completed
501960,10709,2023-12-11,completed
501961,10709,2023-12-28,completed
501962,10709,2024-01-22,completed
501963,10709,2024-11-15,completed
501964,10710,2023-08-03,completed
501965,10710,2023-11-01,completed
501966,10710,2023-11-20,completed
501967,10710,2023-12-09,completed
501968,10710,2023-12-17,completed
501969,10711,2023-08-30,completed
501970,10711,2023-09-08,completed
501971,10711,2023-11-10,completed
501972,10711,2023-12-29,completed
501973,10712,2023-08-27,completed
501974,10712,2023-09-01,completed
501975,10713,2023-08-26,completed
501976,10714,2023-08-05,completed
501977,10714,2023-09-09,completed
501978,10714,2023-10-17,completed
501979,10714,2023-11-30,completed
501980,10714,2023-12-15,completed
501981,10715,2023-08-05,completed
501982,10715,2023-10-13,completed
501983,10715,2024-01-18,completed
501984,10716,2023-08-17,completed
501985,10717,2023-08-16,completed
501986,10717,2024-03-02,completed
501987,10717,2024-04-18,completed
501988,10717,2024-06-13,completed
501989,10718,2023-08-19,completed
501990,10718,2023-09-17,completed
501991,10718,2023-11-09,returned
501992,10719,2023-08-06,completed
501993,10720,2023-08-23,completed
501994,10721,2023-08-27,completed
501995,10721,2023-08-31,completed
501996,10721,2023-10-01,completed
501997,10721,2023-10-23,completed
501998,10722,2023-08-25,completed
501999,10722,2023-08-29,completed
502000,10722,2024-02-13,completed
502001,10722,2024-03-04,completed
502002,10722,2024-03-28,completed
502003,10723,2023-08-29,completed
502004,10723,2024-01-27,completed
502005,10723,2024-04-13,completed
502006,10723,2024-04-28,completed
502007,10724,2023-08-14,completed
502008,10724,2023-11-26,completed
502009,10725,2023-08-23,completed
502010,10725,2023-09-16,completed
502011,10726,2023-08-16,completed
502012,10726,2023-09-18,completed
502013,10727,2023-08-11,completed
502014,10727,2023-09-11,cancelled
502015,10727,2024-02-18,completed
502016,10727,2024-04-21,completed
502017,10727,2024-05-03,completed
502018,10728,2023-08-09,cancelled
502019,10728,2023-09-05,completed
502020,10729,2023-08-24,completed
502021,10729,2023-09-24,completed
502022,10730,2023-08-12,completed
502023,10730,2023-08-18,completed
502024,10731,2023-08-05,completed
502025,10732,2023-08-23,completed
502026,10733,2023-08-23,completed
502027,10734,2023-08-23,completed
502028,10734,2024-01-07,completed
502029,10734,2024-02-25,completed
502030,10735,2023-08-20,completed
502031,10735,2023-09-20,completed
502032,10735,2023-12-26,completed
502033,10736,2023-08-17,completed
502034,10736,2023-09-24,completed
502035,10736,2023-12-03,completed
502036,10736,2024-03-13,completed
502037,10736,2024-12-17,completed
502038,10737,2023-08-22,completed
502039,10737,2023-12-04,completed
502040,10737,2024-02-14,completed
502041,10737,2024-03-20,completed
502042,10738,2023-08-19,completed
502043,10738,2023-11-09,completed
502044,10739,2023-08-29,completed
502045,10739,2023-12-18,completed
502046,10739,2023-12-24,completed
502047,10740,2023-08-27,completed
502048,10741,2023-08-18,completed
502049,10741,2023-08-21,completed
502050,10741,2023-10-21,completed
502051,10742,2023-08-04,completed
502052,10742,2023-08-13,completed
502053,10742,2023-09-01,completed
502054,10743,2023-08-30,completed
502055,10744,2023-08-20,completed
502056,10745,2023-08-30,completed
502057,10745,2023-10-17,completed
502058,10745,2023-11-27,completed
502059,10746,2023-08-10,completed
502060,10746,2023-09-07,completed
502061,10747,2023-08-17,completed
502062,10748,2023-08-05,completed
502063,10748,2023-09-20,completed
502064,10748,2023-10-01,completed
502065,10749,2023-08-05,completed
502066,10749,2023-09-20,returned
502067,10749,2024-01-24,completed
502068,10749,2024-03-02,completed
502069,10749,2024-05-28,completed
502070,10749,2024-06-23,completed
502071,10750,2023-08-12,completed
502072,10751,2023-08-30,completed
502073,10751,2023-09-02,completed
502074,10752,2023-08-04,completed
502075,10752,2023-08-13,completed
502076,10753,2023-08-03,completed
502077,10753,2023-08-09,completed
502078,10754,2023-08-05,completed
502079,10755,2023-08-11,completed
502080,10756,2023-08-28,completed
502081,10756,2023-09-11,completed
502082,10757,2023-08-14,completed
502083,10757,2023-10-08,completed
502084,10758,2023-08-15,completed
502085,10758,2023-10-19,completed
502086,10759,2023-08-13,completed
502087,10759,2023-08-16,completed
502088,10760,2023-08-28,completed
502089,10760,2023-09-20,completed
502090,10761,2023-08-12,completed
502091,10761,2023-09-02,completed
502092,10761,2023-10-22,completed
502093,10761,2023-12-30,cancelled
502094,10762,2023-08-13,completed
502095,10762,2023-11-05,completed
502096,10762,2023-12-31,completed
502097,10762,2024-04-09,completed
502098,10763,2023-08-09,completed
502099,10763,2023-10-12,completed
502100,10763,2023-11-04,completed
502101,10763,2024-02-03,completed
502102,10764,2023-08-12,completed
502103,10764,2023-10-20,cancelled
502104,10764,2023-11-01,completed
502105,10764,2023-11-18,completed
502106,10765,2023-08-17,completed
502107,10765,2023-10-29,completed
502108,10765,2024-02-08,completed
502109,10766,2023-08-08,completed
502110,10766,2023-08-11,completed
502111,10766,2023-11-04,cancelled
502112,10766,2024-01-29,completed
502113,10767,2023-08-10,completed
502114,10767,2023-10-20,completed
502115,10767,2023-10-29,returned
502116,10768,2023-08-06,completed
502117,10768,2023-08-28,completed
502118,10769,2023-08-23,completed
502119,10769,2023-11-29,completed
502120,10769,2024-04-12,completed
502121,10769,2024-06-04,completed
502122,10769,2024-09-30,completed
502123,10769,2025-08-10,completed
502124,10769,2025-09-27,completed
502125,10770,2023-08-03,completed
502126,10770,2023-11-20,completed
502127,10770,2023-12-17,completed
502128,10771,2023-08-23,completed
502129,10772,2023-08-25,completed
502130,10772,2023-09-11,completed
502131,10773,2023-08-03,cancelled
502132,10774,2023-08-09,completed
502133,10775,2023-08-08,completed
502134,10775,2024-03-01,completed
502135,10776,2023-08-27,completed
502136,10776,2023-09-16,completed
502137,10776,2023-09-19,completed
502138,10776,2023-11-05,completed
502139,10776,2024-02-09,completed
502140,10777,2023-08-19,completed
502141,10777,2023-09-22,cancelled
502142,10778,2023-08-14,completed
502143,10778,2023-08-17,completed
502144,10778,2023-10-27,completed
502145,10778,2023-10-31,cancelled
502146,10778,2024-06-16,completed
502147,10778,2024-08-19,completed
502148,10779,2023-08-22,completed
502149,10779,2023-08-25,completed
502150,10779,2023-10-26,completed
502151,10780,2023-08-09,completed
502152,10781,2023-08-25,completed
502153,10781,2023-09-11,completed
502154,10781,2023-12-31,completed
502155,10782,2023-08-15,completed
502156,10782,2023-12-08,completed
502157,10783,2023-09-12,completed
502158,10784,2023-09-28,completed
502159,10784,2023-11-04,completed
502160,10784,2023-12-19,completed
502161,10785,2023-09-15,completed
502162,10786,2023-09-26,completed
502163,10786,2023-10-24,completed
502164,10786,2024-01-09,completed
502165,10787,2023-09-11,completed
502166,10788,2023-09-27,completed
502167,10788,2023-09-30,completed
502168,10789,2023-09-14,completed
502169,10789,2023-09-19,completed
502170,10789,2023-11-04,completed
502171,10790,2023-09-08,completed
502172,10790,2023-09-25,completed
502173,10791,2023-09-11,completed
502174,10791,2023-09-14,completed
502175,10792,2023-09-29,completed
502176,10792,2023-10-11,cancelled
502177,10792,2023-11-14,completed
502178,10792,2024-01-07,completed
502179,10793,2023-09-27,completed
502180,10793,2023-10-07,completed
502181,10793,2024-01-16,returned
502182,10793,2024-03-15,completed
502183,10794,2023-09-24,completed
502184,10794,2023-10-28,returned
502185,10794,2023-11-23,completed
502186,10794,2023-12-20,completed
502187,10795,2023-09-03,completed
502188,10795,2023-11-25,completed
502189,10795,2024-02-19,completed
502190,10796,2023-09-27,completed
502191,10796,2023-10-29,completed
502192,10797,2023-09-08,completed
502193,10798,2023-09-04,completed
502194,10798,2023-10-02,completed
502195,10798,2023-12-21,completed
502196,10798,2023-12-24,completed
502197,10799,2023-09-24,completed
502198,10799,2023-10-26,completed
502199,10800,2023-09-17,completed
502200,10800,2023-10-29,completed
502201,10800,2024-03-03,completed
502202,10801,2023-09-25,completed
502203,10801,2024-03-17,completed
502204,10801,2024-03-25,completed
502205,10801,2024-09-23,completed
502206,10801,2024-11-16,completed
502207,10802,2023-09-20,completed
502208,10803,2023-09-15,completed
502209,10803,2023-11-02,completed
502210,10804,2023-09-09,completed
502211,10805,2023-09-18,completed
502212,10805,2023-10-08,completed
502213,10805,2023-10-13,completed
502214,10806,2023-09-17,completed
502215,10806,2023-09-20,completed
502216,10806,2023-09-23,completed
502217,10806,2024-02-22,completed
502218,10806,2024-09-05,completed
502219,10806,2025-06-13,completed
502220,10807,2023-09-07,completed
502221,10807,2023-11-29,returned
502222,10807,2024-05-01,completed
502223,10808,2023-09-19,completed
502224,10808,2024-02-04,completed
502225,10809,2023-09-02,completed
502226,10809,2023-09-05,completed
502227,10810,2023-09-21,completed
502228,10810,2023-11-04,completed
502229,10811,2023-09-09,completed
502230,10811,2023-09-12,completed
502231,10811,2023-10-08,completed
502232,10811,2024-01-06,completed
502233,10812,2023-09-28,completed
502234,10812,2023-10-31,completed
502235,10813,2023-09-22,completed
502236,10813,2023-10-25,completed
502237,10814,2023-09-19,completed
502238,10815,2023-09-17,completed
502239,10815,2023-10-30,completed
502240,10815,2024-02-14,completed
502241,10815,2024-07-13,returned
502242,10815,2024-11-20,completed
502243,10815,2025-07-31,completed
502244,10816,2023-09-13,completed
502245,10816,2023-09-23,completed
502246,10816,2023-09-26,returned
502247,10817,2023-09-19,completed
502248,10818,2023-09-23,completed
502249,10818,2023-11-06,completed
502250,10818,2024-01-25,completed
502251,10818,2024-02-24,completed
502252,10819,2023-09-30,returned
502253,10819,2023-10-08,completed
502254,10819,2024-01-15,completed
502255,10819,2024-02-06,completed
502256,10819,2024-05-03,completed
502257,10819,2024-07-02,completed
502258,10819,2024-08-31,completed
502259,10820,2023-09-23,completed
502260,10820,2023-10-17,completed
502261,10820,2023-10-26,completed
502262,10821,2023-09-08,completed
502263,10821,2023-11-18,completed
502264,10821,2024-04-11,completed
502265,10821,2024-10-29,completed
502266,10821,2025-05-30,completed
502267,10822,2023-09-25,completed
502268,10822,2023-10-08,completed
502269,10822,2023-10-21,completed
502270,10823,2023-09-16,completed
502271,10823,2023-10-08,returned
502272,10823,2024-01-07,completed
502273,10824,2023-09-23,completed
502274,10824,2024-01-02,completed
502275,10824,2024-02-04,completed
502276,10825,2023-09-25,completed
502277,10826,2023-09-21,completed
502278,10826,2023-11-17,completed
502279,10827,2023-09-27,completed
502280,10827,2023-10-20,completed
502281,10827,2023-11-10,completed
502282,10827,2024-08-07,completed
502283,10827,2024-10-20,completed
502284,10827,2025-04-24,completed
502285,10828,2023-09-01,completed
